Notes,Infant Birth Weight 12,Infant Birth Weight 12 Code,County of Residence,County of Residence Code,Mother's Hispanic Origin,Mother's Hispanic Origin Code,Year,Year Code,Births,Average Birth Weight (grams)
,2000 - 2499 grams,5,"Davis County, UT",49011,Unknown or Not Stated,9,2019,2019,21,2366.1
,2000 - 2499 grams,5,"Salt Lake County, UT",49035,Hispanic or Latino,2135-2,2019,2019,221,2312.88
,2000 - 2499 grams,5,"Salt Lake County, UT",49035,Not Hispanic or Latino,2186-5,2019,2019,545,2306.71
,2000 - 2499 grams,5,"Salt Lake County, UT",49035,Unknown or Not Stated,9,2019,2019,29,2280.52
,2000 - 2499 grams,5,"Utah County, UT",49049,Hispanic or Latino,2135-2,2019,2019,91,2309.33
,2000 - 2499 grams,5,"Utah County, UT",49049,Not Hispanic or Latino,2186-5,2019,2019,421,2307.6
,2000 - 2499 grams,5,"Utah County, UT",49049,Unknown or Not Stated,9,2019,2019,11,2272.64
,2000 - 2499 grams,5,"Washington County, UT",49053,Hispanic or Latino,2135-2,2019,2019,26,2284.15
,2000 - 2499 grams,5,"Washington County, UT",49053,Not Hispanic or Latino,2186-5,2019,2019,84,2308.52
,2000 - 2499 grams,5,"Weber County, UT",49057,Hispanic or Latino,2135-2,2019,2019,40,2307.5
,2000 - 2499 grams,5,"Weber County, UT",49057,Not Hispanic or Latino,2186-5,2019,2019,145,2298.52
,2000 - 2499 grams,5,"Weber County, UT",49057,Unknown or Not Stated,9,2019,2019,17,2311.59
,2000 - 2499 grams,5,"Unidentified Counties, UT",49999,Hispanic or Latino,2135-2,2019,2019,46,2313.11
,2000 - 2499 grams,5,"Unidentified Counties, UT",49999,Not Hispanic or Latino,2186-5,2019,2019,273,2301.3
,2000 - 2499 grams,5,"Unidentified Counties, UT",49999,Unknown or Not Stated,9,2019,2019,18,2316.17
,2000 - 2499 grams,5,"Chittenden County, VT",50007,Not Hispanic or Latino,2186-5,2019,2019,49,2331.71
,2000 - 2499 grams,5,"Unidentified Counties, VT",50999,Not Hispanic or Latino,2186-5,2019,2019,152,2311.75
,2000 - 2499 grams,5,"Arlington County, VA",51013,Hispanic or Latino,2135-2,2019,2019,26,2308.42
,2000 - 2499 grams,5,"Arlington County, VA",51013,Not Hispanic or Latino,2186-5,2019,2019,112,2306.35
,2000 - 2499 grams,5,"Chesterfield County, VA",51041,Hispanic or Latino,2135-2,2019,2019,25,2309
,2000 - 2499 grams,5,"Chesterfield County, VA",51041,Not Hispanic or Latino,2186-5,2019,2019,170,2282.72
,2000 - 2499 grams,5,"Fairfax County, VA",51059,Hispanic or Latino,2135-2,2019,2019,151,2306.96
,2000 - 2499 grams,5,"Fairfax County, VA",51059,Not Hispanic or Latino,2186-5,2019,2019,499,2295.04
,2000 - 2499 grams,5,"Henrico County, VA",51087,Hispanic or Latino,2135-2,2019,2019,17,2278.12
,2000 - 2499 grams,5,"Henrico County, VA",51087,Not Hispanic or Latino,2186-5,2019,2019,152,2298.59
,2000 - 2499 grams,5,"Loudoun County, VA",51107,Hispanic or Latino,2135-2,2019,2019,32,2292.34
,2000 - 2499 grams,5,"Loudoun County, VA",51107,Not Hispanic or Latino,2186-5,2019,2019,182,2304.46
,2000 - 2499 grams,5,"Prince William County, VA",51153,Hispanic or Latino,2135-2,2019,2019,66,2292.32
,2000 - 2499 grams,5,"Prince William County, VA",51153,Not Hispanic or Latino,2186-5,2019,2019,203,2287.19
,2000 - 2499 grams,5,"Spotsylvania County, VA",51177,Not Hispanic or Latino,2186-5,2019,2019,69,2317.52
,2000 - 2499 grams,5,"Stafford County, VA",51179,Hispanic or Latino,2135-2,2019,2019,15,2320
,2000 - 2499 grams,5,"Stafford County, VA",51179,Not Hispanic or Latino,2186-5,2019,2019,72,2270.64
,2000 - 2499 grams,5,"Alexandria city, VA",51510,Hispanic or Latino,2135-2,2019,2019,30,2298.57
,2000 - 2499 grams,5,"Alexandria city, VA",51510,Not Hispanic or Latino,2186-5,2019,2019,72,2290.18
,2000 - 2499 grams,5,"Chesapeake city, VA",51550,Hispanic or Latino,2135-2,2019,2019,12,2341.25
,2000 - 2499 grams,5,"Chesapeake city, VA",51550,Not Hispanic or Latino,2186-5,2019,2019,170,2305.1
,2000 - 2499 grams,5,"Hampton city, VA",51650,Not Hispanic or Latino,2186-5,2019,2019,98,2298.97
,2000 - 2499 grams,5,"Newport News city, VA",51700,Hispanic or Latino,2135-2,2019,2019,16,2278.62
,2000 - 2499 grams,5,"Newport News city, VA",51700,Not Hispanic or Latino,2186-5,2019,2019,161,2294.38
,2000 - 2499 grams,5,"Norfolk city, VA",51710,Hispanic or Latino,2135-2,2019,2019,25,2333.28
,2000 - 2499 grams,5,"Norfolk city, VA",51710,Not Hispanic or Latino,2186-5,2019,2019,213,2308.62
,2000 - 2499 grams,5,"Richmond city, VA",51760,Hispanic or Latino,2135-2,2019,2019,22,2335.86
,2000 - 2499 grams,5,"Richmond city, VA",51760,Not Hispanic or Latino,2186-5,2019,2019,202,2284.24
,2000 - 2499 grams,5,"Virginia Beach city, VA",51810,Hispanic or Latino,2135-2,2019,2019,31,2294.23
,2000 - 2499 grams,5,"Virginia Beach city, VA",51810,Not Hispanic or Latino,2186-5,2019,2019,257,2310.14
,2000 - 2499 grams,5,"Unidentified Counties, VA",51999,Hispanic or Latino,2135-2,2019,2019,135,2302.69
,2000 - 2499 grams,5,"Unidentified Counties, VA",51999,Not Hispanic or Latino,2186-5,2019,2019,1875,2301.41
,2000 - 2499 grams,5,"Benton County, WA",53005,Hispanic or Latino,2135-2,2019,2019,39,2317.28
,2000 - 2499 grams,5,"Benton County, WA",53005,Not Hispanic or Latino,2186-5,2019,2019,66,2303.56
,2000 - 2499 grams,5,"Benton County, WA",53005,Unknown or Not Stated,9,2019,2019,11,2312.55
,2000 - 2499 grams,5,"Clark County, WA",53011,Hispanic or Latino,2135-2,2019,2019,45,2305.4
,2000 - 2499 grams,5,"Clark County, WA",53011,Not Hispanic or Latino,2186-5,2019,2019,175,2290.91
,2000 - 2499 grams,5,"Cowlitz County, WA",53015,Not Hispanic or Latino,2186-5,2019,2019,41,2326.95
,2000 - 2499 grams,5,"King County, WA",53033,Hispanic or Latino,2135-2,2019,2019,139,2283.05
,2000 - 2499 grams,5,"King County, WA",53033,Not Hispanic or Latino,2186-5,2019,2019,883,2314.91
,2000 - 2499 grams,5,"King County, WA",53033,Unknown or Not Stated,9,2019,2019,49,2288.73
,2000 - 2499 grams,5,"Kitsap County, WA",53035,Hispanic or Latino,2135-2,2019,2019,18,2297.83
,2000 - 2499 grams,5,"Kitsap County, WA",53035,Not Hispanic or Latino,2186-5,2019,2019,82,2300.73
,2000 - 2499 grams,5,"Pierce County, WA",53053,Hispanic or Latino,2135-2,2019,2019,76,2298.12
,2000 - 2499 grams,5,"Pierce County, WA",53053,Not Hispanic or Latino,2186-5,2019,2019,373,2303.42
,2000 - 2499 grams,5,"Pierce County, WA",53053,Unknown or Not Stated,9,2019,2019,21,2256.86
,2000 - 2499 grams,5,"Skagit County, WA",53057,Hispanic or Latino,2135-2,2019,2019,21,2279.67
,2000 - 2499 grams,5,"Skagit County, WA",53057,Not Hispanic or Latino,2186-5,2019,2019,27,2267.33
,2000 - 2499 grams,5,"Snohomish County, WA",53061,Hispanic or Latino,2135-2,2019,2019,54,2298.48
,2000 - 2499 grams,5,"Snohomish County, WA",53061,Not Hispanic or Latino,2186-5,2019,2019,311,2304.18
,2000 - 2499 grams,5,"Snohomish County, WA",53061,Unknown or Not Stated,9,2019,2019,23,2313.13
,2000 - 2499 grams,5,"Spokane County, WA",53063,Hispanic or Latino,2135-2,2019,2019,13,2307.23
,2000 - 2499 grams,5,"Spokane County, WA",53063,Not Hispanic or Latino,2186-5,2019,2019,254,2312.31
,2000 - 2499 grams,5,"Thurston County, WA",53067,Hispanic or Latino,2135-2,2019,2019,13,2280.23
,2000 - 2499 grams,5,"Thurston County, WA",53067,Not Hispanic or Latino,2186-5,2019,2019,126,2284.09
,2000 - 2499 grams,5,"Whatcom County, WA",53073,Hispanic or Latino,2135-2,2019,2019,12,2271.83
,2000 - 2499 grams,5,"Whatcom County, WA",53073,Not Hispanic or Latino,2186-5,2019,2019,51,2274.06
,2000 - 2499 grams,5,"Yakima County, WA",53077,Hispanic or Latino,2135-2,2019,2019,100,2318.96
,2000 - 2499 grams,5,"Yakima County, WA",53077,Not Hispanic or Latino,2186-5,2019,2019,55,2325.84
,2000 - 2499 grams,5,"Yakima County, WA",53077,Unknown or Not Stated,9,2019,2019,12,2274.17
,2000 - 2499 grams,5,"Unidentified Counties, WA",53999,Hispanic or Latino,2135-2,2019,2019,190,2305.12
,2000 - 2499 grams,5,"Unidentified Counties, WA",53999,Not Hispanic or Latino,2186-5,2019,2019,322,2294.98
,2000 - 2499 grams,5,"Unidentified Counties, WA",53999,Unknown or Not Stated,9,2019,2019,11,2252.55
,2000 - 2499 grams,5,"Berkeley County, WV",54003,Not Hispanic or Latino,2186-5,2019,2019,79,2297.3
,2000 - 2499 grams,5,"Kanawha County, WV",54039,Not Hispanic or Latino,2186-5,2019,2019,119,2328.18
,2000 - 2499 grams,5,"Unidentified Counties, WV",54999,Hispanic or Latino,2135-2,2019,2019,13,2342.23
,2000 - 2499 grams,5,"Unidentified Counties, WV",54999,Not Hispanic or Latino,2186-5,2019,2019,909,2303.47
,2000 - 2499 grams,5,"Brown County, WI",55009,Hispanic or Latino,2135-2,2019,2019,16,2260
,2000 - 2499 grams,5,"Brown County, WI",55009,Not Hispanic or Latino,2186-5,2019,2019,103,2311.13
,2000 - 2499 grams,5,"Dane County, WI",55025,Hispanic or Latino,2135-2,2019,2019,20,2278.8
,2000 - 2499 grams,5,"Dane County, WI",55025,Not Hispanic or Latino,2186-5,2019,2019,242,2294.38
,2000 - 2499 grams,5,"Fond du Lac County, WI",55039,Not Hispanic or Latino,2186-5,2019,2019,57,2329.39
,2000 - 2499 grams,5,"Kenosha County, WI",55059,Hispanic or Latino,2135-2,2019,2019,12,2282.17
,2000 - 2499 grams,5,"Kenosha County, WI",55059,Not Hispanic or Latino,2186-5,2019,2019,79,2319.29
,2000 - 2499 grams,5,"La Crosse County, WI",55063,Not Hispanic or Latino,2186-5,2019,2019,47,2307.23
,2000 - 2499 grams,5,"Marathon County, WI",55073,Not Hispanic or Latino,2186-5,2019,2019,64,2293.05
,2000 - 2499 grams,5,"Milwaukee County, WI",55079,Hispanic or Latino,2135-2,2019,2019,109,2297.21
,2000 - 2499 grams,5,"Milwaukee County, WI",55079,Not Hispanic or Latino,2186-5,2019,2019,781,2298.66
,2000 - 2499 grams,5,"Outagamie County, WI",55087,Not Hispanic or Latino,2186-5,2019,2019,75,2290.69
,2000 - 2499 grams,5,"Racine County, WI",55101,Hispanic or Latino,2135-2,2019,2019,15,2325.53
,2000 - 2499 grams,5,"Racine County, WI",55101,Not Hispanic or Latino,2186-5,2019,2019,95,2308.34
,2000 - 2499 grams,5,"Rock County, WI",55105,Hispanic or Latino,2135-2,2019,2019,15,2282.53
,2000 - 2499 grams,5,"Rock County, WI",55105,Not Hispanic or Latino,2186-5,2019,2019,93,2280.71
,2000 - 2499 grams,5,"Sheboygan County, WI",55117,Not Hispanic or Latino,2186-5,2019,2019,48,2313.62
,2000 - 2499 grams,5,"Walworth County, WI",55127,Not Hispanic or Latino,2186-5,2019,2019,30,2313.27
,2000 - 2499 grams,5,"Washington County, WI",55131,Not Hispanic or Latino,2186-5,2019,2019,41,2250.37
,2000 - 2499 grams,5,"Waukesha County, WI",55133,Hispanic or Latino,2135-2,2019,2019,16,2332.44
,2000 - 2499 grams,5,"Waukesha County, WI",55133,Not Hispanic or Latino,2186-5,2019,2019,131,2297.82
,2000 - 2499 grams,5,"Winnebago County, WI",55139,Not Hispanic or Latino,2186-5,2019,2019,81,2295.12
,2000 - 2499 grams,5,"Unidentified Counties, WI",55999,Hispanic or Latino,2135-2,2019,2019,57,2334.98
,2000 - 2499 grams,5,"Unidentified Counties, WI",55999,Not Hispanic or Latino,2186-5,2019,2019,712,2293.77
,2000 - 2499 grams,5,"Unidentified Counties, WY",56999,Hispanic or Latino,2135-2,2019,2019,58,2286.09
,2000 - 2499 grams,5,"Unidentified Counties, WY",56999,Not Hispanic or Latino,2186-5,2019,2019,377,2312.47
,2500 - 2999 grams,6,"Baldwin County, AL",1003,Hispanic or Latino,2135-2,2019,2019,29,2819.38
,2500 - 2999 grams,6,"Baldwin County, AL",1003,Not Hispanic or Latino,2186-5,2019,2019,387,2802.41
,2500 - 2999 grams,6,"Calhoun County, AL",1015,Not Hispanic or Latino,2186-5,2019,2019,304,2795.67
,2500 - 2999 grams,6,"Etowah County, AL",1055,Hispanic or Latino,2135-2,2019,2019,21,2826.48
,2500 - 2999 grams,6,"Etowah County, AL",1055,Not Hispanic or Latino,2186-5,2019,2019,238,2792.86
,2500 - 2999 grams,6,"Houston County, AL",1069,Hispanic or Latino,2135-2,2019,2019,10,2769.2
,2500 - 2999 grams,6,"Houston County, AL",1069,Not Hispanic or Latino,2186-5,2019,2019,226,2783.27
,2500 - 2999 grams,6,"Jefferson County, AL",1073,Hispanic or Latino,2135-2,2019,2019,134,2820.63
,2500 - 2999 grams,6,"Jefferson County, AL",1073,Not Hispanic or Latino,2186-5,2019,2019,1646,2790.96
,2500 - 2999 grams,6,"Lee County, AL",1081,Hispanic or Latino,2135-2,2019,2019,29,2848.34
,2500 - 2999 grams,6,"Lee County, AL",1081,Not Hispanic or Latino,2186-5,2019,2019,371,2789.2
,2500 - 2999 grams,6,"Madison County, AL",1089,Hispanic or Latino,2135-2,2019,2019,70,2811.04
,2500 - 2999 grams,6,"Madison County, AL",1089,Not Hispanic or Latino,2186-5,2019,2019,903,2794.07
,2500 - 2999 grams,6,"Mobile County, AL",1097,Hispanic or Latino,2135-2,2019,2019,29,2836.93
,2500 - 2999 grams,6,"Mobile County, AL",1097,Not Hispanic or Latino,2186-5,2019,2019,1280,2787.98
,2500 - 2999 grams,6,"Montgomery County, AL",1101,Hispanic or Latino,2135-2,2019,2019,65,2779.77
,2500 - 2999 grams,6,"Montgomery County, AL",1101,Not Hispanic or Latino,2186-5,2019,2019,710,2779.2
,2500 - 2999 grams,6,"Morgan County, AL",1103,Hispanic or Latino,2135-2,2019,2019,56,2811.07
,2500 - 2999 grams,6,"Morgan County, AL",1103,Not Hispanic or Latino,2186-5,2019,2019,258,2794.17
,2500 - 2999 grams,6,"Shelby County, AL",1117,Hispanic or Latino,2135-2,2019,2019,45,2789.69
,2500 - 2999 grams,6,"Shelby County, AL",1117,Not Hispanic or Latino,2186-5,2019,2019,352,2805.24
,2500 - 2999 grams,6,"Tuscaloosa County, AL",1125,Hispanic or Latino,2135-2,2019,2019,55,2802.76
,2500 - 2999 grams,6,"Tuscaloosa County, AL",1125,Not Hispanic or Latino,2186-5,2019,2019,505,2792.78
,2500 - 2999 grams,6,"Unidentified Counties, AL",1999,Hispanic or Latino,2135-2,2019,2019,450,2812.8
,2500 - 2999 grams,6,"Unidentified Counties, AL",1999,Not Hispanic or Latino,2186-5,2019,2019,4352,2791.83
,2500 - 2999 grams,6,"Anchorage Borough, AK",2020,Hispanic or Latino,2135-2,2019,2019,79,2775.95
,2500 - 2999 grams,6,"Anchorage Borough, AK",2020,Not Hispanic or Latino,2186-5,2019,2019,571,2795.4
,2500 - 2999 grams,6,"Anchorage Borough, AK",2020,Unknown or Not Stated,9,2019,2019,10,2765.1
,2500 - 2999 grams,6,"Unidentified Counties, AK",2999,Hispanic or Latino,2135-2,2019,2019,49,2836.73
,2500 - 2999 grams,6,"Unidentified Counties, AK",2999,Not Hispanic or Latino,2186-5,2019,2019,749,2793.26
,2500 - 2999 grams,6,"Unidentified Counties, AK",2999,Unknown or Not Stated,9,2019,2019,20,2751.1
,2500 - 2999 grams,6,"Cochise County, AZ",4003,Hispanic or Latino,2135-2,2019,2019,121,2830.79
,2500 - 2999 grams,6,"Cochise County, AZ",4003,Not Hispanic or Latino,2186-5,2019,2019,149,2800.91
,2500 - 2999 grams,6,"Coconino County, AZ",4005,Hispanic or Latino,2135-2,2019,2019,49,2792.61
,2500 - 2999 grams,6,"Coconino County, AZ",4005,Not Hispanic or Latino,2186-5,2019,2019,236,2789.37
,2500 - 2999 grams,6,"Maricopa County, AZ",4013,Hispanic or Latino,2135-2,2019,2019,3895,2803.75
,2500 - 2999 grams,6,"Maricopa County, AZ",4013,Not Hispanic or Latino,2186-5,2019,2019,5147,2803.95
,2500 - 2999 grams,6,"Maricopa County, AZ",4013,Unknown or Not Stated,9,2019,2019,50,2793.22
,2500 - 2999 grams,6,"Mohave County, AZ",4015,Hispanic or Latino,2135-2,2019,2019,78,2795.78
,2500 - 2999 grams,6,"Mohave County, AZ",4015,Not Hispanic or Latino,2186-5,2019,2019,253,2799.85
,2500 - 2999 grams,6,"Navajo County, AZ",4017,Hispanic or Latino,2135-2,2019,2019,53,2796.11
,2500 - 2999 grams,6,"Navajo County, AZ",4017,Not Hispanic or Latino,2186-5,2019,2019,232,2797.06
,2500 - 2999 grams,6,"Pima County, AZ",4019,Hispanic or Latino,2135-2,2019,2019,1015,2793.14
,2500 - 2999 grams,6,"Pima County, AZ",4019,Not Hispanic or Latino,2186-5,2019,2019,986,2794.16
,2500 - 2999 grams,6,"Pima County, AZ",4019,Unknown or Not Stated,9,2019,2019,10,2774.5
,2500 - 2999 grams,6,"Pinal County, AZ",4021,Hispanic or Latino,2135-2,2019,2019,280,2811.3
,2500 - 2999 grams,6,"Pinal County, AZ",4021,Not Hispanic or Latino,2186-5,2019,2019,431,2790.76
,2500 - 2999 grams,6,"Yavapai County, AZ",4025,Hispanic or Latino,2135-2,2019,2019,93,2795.87
,2500 - 2999 grams,6,"Yavapai County, AZ",4025,Not Hispanic or Latino,2186-5,2019,2019,238,2800.03
,2500 - 2999 grams,6,"Yuma County, AZ",4027,Hispanic or Latino,2135-2,2019,2019,408,2813.46
,2500 - 2999 grams,6,"Yuma County, AZ",4027,Not Hispanic or Latino,2186-5,2019,2019,87,2797.76
,2500 - 2999 grams,6,"Unidentified Counties, AZ",4999,Hispanic or Latino,2135-2,2019,2019,234,2794.53
,2500 - 2999 grams,6,"Unidentified Counties, AZ",4999,Not Hispanic or Latino,2186-5,2019,2019,339,2799.85
,2500 - 2999 grams,6,"Benton County, AR",5007,Hispanic or Latino,2135-2,2019,2019,134,2801.28
,2500 - 2999 grams,6,"Benton County, AR",5007,Not Hispanic or Latino,2186-5,2019,2019,494,2797.61
,2500 - 2999 grams,6,"Faulkner County, AR",5045,Hispanic or Latino,2135-2,2019,2019,20,2813.55
,2500 - 2999 grams,6,"Faulkner County, AR",5045,Not Hispanic or Latino,2186-5,2019,2019,248,2813.4
,2500 - 2999 grams,6,"Pulaski County, AR",5119,Hispanic or Latino,2135-2,2019,2019,107,2794.18
,2500 - 2999 grams,6,"Pulaski County, AR",5119,Not Hispanic or Latino,2186-5,2019,2019,996,2795.73
,2500 - 2999 grams,6,"Pulaski County, AR",5119,Unknown or Not Stated,9,2019,2019,29,2783.28
,2500 - 2999 grams,6,"Saline County, AR",5125,Hispanic or Latino,2135-2,2019,2019,13,2763.08
,2500 - 2999 grams,6,"Saline County, AR",5125,Not Hispanic or Latino,2186-5,2019,2019,243,2797.07
,2500 - 2999 grams,6,"Sebastian County, AR",5131,Hispanic or Latino,2135-2,2019,2019,58,2839.03
,2500 - 2999 grams,6,"Sebastian County, AR",5131,Not Hispanic or Latino,2186-5,2019,2019,288,2799.98
,2500 - 2999 grams,6,"Washington County, AR",5143,Hispanic or Latino,2135-2,2019,2019,138,2815.22
,2500 - 2999 grams,6,"Washington County, AR",5143,Not Hispanic or Latino,2186-5,2019,2019,458,2796.84
,2500 - 2999 grams,6,"Washington County, AR",5143,Unknown or Not Stated,9,2019,2019,13,2791.15
,2500 - 2999 grams,6,"Unidentified Counties, AR",5999,Hispanic or Latino,2135-2,2019,2019,247,2799.77
,2500 - 2999 grams,6,"Unidentified Counties, AR",5999,Not Hispanic or Latino,2186-5,2019,2019,3897,2791.69
,2500 - 2999 grams,6,"Unidentified Counties, AR",5999,Unknown or Not Stated,9,2019,2019,14,2733.5
,2500 - 2999 grams,6,"Alameda County, CA",6001,Hispanic or Latino,2135-2,2019,2019,785,2811.32
,2500 - 2999 grams,6,"Alameda County, CA",6001,Not Hispanic or Latino,2186-5,2019,2019,2597,2796.2
,2500 - 2999 grams,6,"Alameda County, CA",6001,Unknown or Not Stated,9,2019,2019,117,2801.03
,2500 - 2999 grams,6,"Butte County, CA",6007,Hispanic or Latino,2135-2,2019,2019,76,2815.63
,2500 - 2999 grams,6,"Butte County, CA",6007,Not Hispanic or Latino,2186-5,2019,2019,294,2809.52
,2500 - 2999 grams,6,"Contra Costa County, CA",6013,Hispanic or Latino,2135-2,2019,2019,644,2803.71
,2500 - 2999 grams,6,"Contra Costa County, CA",6013,Not Hispanic or Latino,2186-5,2019,2019,1315,2799.91
,2500 - 2999 grams,6,"Contra Costa County, CA",6013,Unknown or Not Stated,9,2019,2019,53,2785.89
,2500 - 2999 grams,6,"El Dorado County, CA",6017,Hispanic or Latino,2135-2,2019,2019,47,2807.98
,2500 - 2999 grams,6,"El Dorado County, CA",6017,Not Hispanic or Latino,2186-5,2019,2019,209,2809.27
,2500 - 2999 grams,6,"Fresno County, CA",6019,Hispanic or Latino,2135-2,2019,2019,1557,2801.65
,2500 - 2999 grams,6,"Fresno County, CA",6019,Not Hispanic or Latino,2186-5,2019,2019,1085,2796.51
,2500 - 2999 grams,6,"Fresno County, CA",6019,Unknown or Not Stated,9,2019,2019,37,2796.14
,2500 - 2999 grams,6,"Humboldt County, CA",6023,Hispanic or Latino,2135-2,2019,2019,54,2812.52
,2500 - 2999 grams,6,"Humboldt County, CA",6023,Not Hispanic or Latino,2186-5,2019,2019,174,2817.2
,2500 - 2999 grams,6,"Imperial County, CA",6025,Hispanic or Latino,2135-2,2019,2019,394,2790.75
,2500 - 2999 grams,6,"Imperial County, CA",6025,Not Hispanic or Latino,2186-5,2019,2019,33,2794.7
,2500 - 2999 grams,6,"Kern County, CA",6029,Hispanic or Latino,2135-2,2019,2019,1359,2804.49
,2500 - 2999 grams,6,"Kern County, CA",6029,Not Hispanic or Latino,2186-5,2019,2019,862,2802.94
,2500 - 2999 grams,6,"Kern County, CA",6029,Unknown or Not Stated,9,2019,2019,51,2792.18
,2500 - 2999 grams,6,"Kings County, CA",6031,Hispanic or Latino,2135-2,2019,2019,206,2808.66
,2500 - 2999 grams,6,"Kings County, CA",6031,Not Hispanic or Latino,2186-5,2019,2019,154,2801.29
,2500 - 2999 grams,6,"Los Angeles County, CA",6037,Hispanic or Latino,2135-2,2019,2019,10660,2801.58
,2500 - 2999 grams,6,"Los Angeles County, CA",6037,Not Hispanic or Latino,2186-5,2019,2019,9735,2797.99
,2500 - 2999 grams,6,"Los Angeles County, CA",6037,Unknown or Not Stated,9,2019,2019,293,2798.74
,2500 - 2999 grams,6,"Madera County, CA",6039,Hispanic or Latino,2135-2,2019,2019,267,2792.72
,2500 - 2999 grams,6,"Madera County, CA",6039,Not Hispanic or Latino,2186-5,2019,2019,115,2807.83
,2500 - 2999 grams,6,"Marin County, CA",6041,Hispanic or Latino,2135-2,2019,2019,101,2786.5
,2500 - 2999 grams,6,"Marin County, CA",6041,Not Hispanic or Latino,2186-5,2019,2019,180,2800.25
,2500 - 2999 grams,6,"Marin County, CA",6041,Unknown or Not Stated,9,2019,2019,20,2878.5
,2500 - 2999 grams,6,"Merced County, CA",6047,Hispanic or Latino,2135-2,2019,2019,460,2796.89
